computer_name	subject_group	subject_number	subject_sex	subject_age	asrt_type	PCode	session	epoch	block	trial	frame_rate	frame_time	frame_sd	stimulus_color	trial_type_pr	triplet_type_hl	RT	error	stimulus	response	repetition	trill	high_low_learning
Laposka		85	female	24	implicit	1342	1	1	1	1	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	none	0,5568284999972093	0	2	2	none	none	none
Laposka		85	female	24	implicit	1342	1	1	1	2	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	none	0,24466779999784194	0	2	2	none	none	none
Laposka		85	female	24	implicit	1342	1	1	1	3	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	low	0,37286260000109905	0	4	4	False	False	low
Laposka		85	female	24	implicit	1342	1	1	1	4	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	low	0,22867519999999786	0	4	4	False	False	low
Laposka		85	female	24	implicit	1342	1	1	1	5	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	low	0,42070309999689925	0	1	1	False	False	low
Laposka		85	female	24	implicit	1342	1	1	1	6	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,18073390000063227	1	2	1	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	7	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	low	0,18069649999961257	1	4	2	False	False	low
Laposka		85	female	24	implicit	1342	1	1	1	8	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,4447179999988293	0	1	1	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	9	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	low	0,4047787999952561	0	3	3	False	False	low
Laposka		85	female	24	implicit	1342	1	1	1	10	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,32468489999882877	0	3	3	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	11	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	low	0,4048162999970373	0	2	2	False	False	low
Laposka		85	female	24	implicit	1342	1	1	1	12	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,3647735999984434	0	4	4	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	13	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	low	0,28466939999634633	0	4	4	False	False	low
Laposka		85	female	24	implicit	1342	1	1	1	14	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,38064509999821894	0	2	2	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	15	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	high	0,2928669999964768	0	2	2	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	16	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,3967639999973471	0	1	1	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	17	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	low	0,420620200005942	0	2	2	False	True	low
Laposka		85	female	24	implicit	1342	1	1	1	18	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,43677320000278996	0	3	3	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	19	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	high	0,38890920000267215	0	1	1	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	20	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,3887605000054464	0	4	4	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	21	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	low	0,43682999999873573	0	2	2	False	False	low
Laposka		85	female	24	implicit	1342	1	1	1	22	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,31665610000345623	0	2	2	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	23	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	low	0,3647110000019893	0	4	4	False	False	low
Laposka		85	female	24	implicit	1342	1	1	1	24	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,4127077000011923	1	1	2	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	25	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	low	0,4207630999953835	0	3	3	False	False	low
Laposka		85	female	24	implicit	1342	1	1	1	26	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,24435359999915818	0	3	3	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	27	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	high	0,3887048999968101	0	4	4	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	28	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,29261350000160746	0	4	4	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	29	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	low	0,47680299999774434	0	3	3	False	False	low
Laposka		85	female	24	implicit	1342	1	1	1	30	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,42081080000207294	0	2	2	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	31	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	low	0,5007087999983924	0	1	1	False	False	low
Laposka		85	female	24	implicit	1342	1	1	1	32	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,2528415000051609	0	1	1	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	33	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	high	0,40474349999567494	0	3	3	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	34	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,22870479999983218	0	3	3	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	35	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	high	0,38883000000350876	0	4	4	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	36	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,2526626999970176	0	4	4	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	37	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	high	0,3647854000009829	0	2	2	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	38	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	pattern	high	0,21275469999818597	0	2	2	False	False	high
Laposka		85	female	24	implicit	1342	1	1	1	39	59,99646020983193	16,67222436974823	0,07213816367693675	Gold	random	high	0,39688849999947706	0	1	1	False	False	high
