computer_name	subject_group	subject_number	subject_sex	subject_age	asrt_type	PCode	session	epoch	block	trial	frame_rate	frame_time	frame_sd	stimulus_color	trial_type_pr	triplet_type_hl	RT	error	stimulus	response	repetition	trill	high_low_learning
Laposka		43	female	23	implicit	1234	1	1	1	1	59,991097323206674	16,671476470641085	0,06706720616869964	Gold	random	none	0,7007000000157859	0	4	4	none	none	none
Laposka		43	female	23	implicit	1234	1	1	1	2	59,991097323206674	16,671476470641085	0,06706720616869964	Gold	random	none	0,5167088999878615	0	3	3	none	none	none
Laposka		43	female	23	implicit	1234	1	1	1	3	59,991097323206674	16,671476470641085	0,06706720616869964	Gold	random	low	0,6288552999903914	0	3	3	False	False	low
Laposka		43	female	23	implicit	1234	1	1	1	4	59,991097323206674	16,671476470641085	0,06706720616869964	Gold	random	low	0,5807461999938823	0	2	2	False	False	low
Laposka		43	female	23	implicit	1234	1	1	1	5	59,991097323206674	16,671476470641085	0,06706720616869964	Gold	random	high	0,524706199998036	0	4	4	False	False	high
Laposka		43	female	23	implicit	1234	1	1	1	6	59,991097323206674	16,671476470641085	0,06706720616869964	Gold	pattern	high	0,492800999985775	0	3	3	False	False	high
Laposka		43	female	23	implicit	1234	1	1	1	7	59,991097323206674	16,671476470641085	0,06706720616869964	Gold	random	high	0,6126920999959111	0	1	1	False	False	high
Laposka		43	female	23	implicit	1234	1	1	1	8	59,991097323206674	16,671476470641085	0,06706720616869964	Gold	pattern	high	0,5487382000137586	0	4	4	False	False	high
Laposka		43	female	23	implicit	1234	1	1	1	9	59,991097323206674	16,671476470641085	0,06706720616869964	Gold	random	low	0,5485781000170391	0	3	3	False	False	low
Laposka		43	female	23	implicit	1234	1	1	1	10	59,991097323206674	16,671476470641085	0,06706720616869964	Gold	pattern	high	0,5886647000152152	0	1	1	False	False	high
Laposka		43	female	23	implicit	1234	1	1	1	11	59,991097323206674	16,671476470641085	0,06706720616869964	Gold	random	low	0,5647041999909561	0	3	3	False	True	low
Laposka		43	female	23	implicit	1234	1	1	1	12	59,991097323206674	16,671476470641085	0,06706720616869964	Gold	pattern	high	0,5807382999919355	0	2	2	False	False	high
