computer_name	subject_group	subject_number	subject_sex	subject_age	asrt_type	PCode	session	epoch	block	trial	frame_rate	frame_time	frame_sd	stimulus_color	trial_type_pr	triplet_type_hl	RT	error	stimulus	response	repetition	trill	high_low_learning
Laposka		88	female	21	implicit	1234	1	1	1	1	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	none	0,4946901000002981	0	2	2	none	none	none
Laposka		88	female	21	implicit	1234	1	1	1	2	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	none	0,4138827999995556	0	1	1	none	none	none
Laposka		88	female	21	implicit	1234	1	1	1	3	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,46218860000044515	0	2	2	False	True	low
Laposka		88	female	21	implicit	1234	1	1	1	4	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,4223208000003069	0	1	1	False	True	low
Laposka		88	female	21	implicit	1234	1	1	1	5	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	high	0,4287027999998827	0	3	3	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	6	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,32105999999930646	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	7	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,3825649999998859	0	2	2	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	8	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,4859699999997247	0	3	3	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	9	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,5723841999997603	0	4	4	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	10	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,3831062999997812	0	4	4	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	11	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,35080550000020594	0	4	4	True	False	low
Laposka		88	female	21	implicit	1234	1	1	1	12	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,44569809999939025	0	1	1	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	13	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,4390978000001269	0	3	3	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	14	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,3346652999998696	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	15	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,44630989999950543	0	1	1	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	16	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,47868019999987155	0	3	3	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	17	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,5662547000001723	0	4	4	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	18	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,43909960000019055	0	4	4	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	19	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,4384072000002561	0	4	4	True	False	low
Laposka		88	female	21	implicit	1234	1	1	1	20	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,4948582000006354	0	1	1	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	21	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	high	0,3421707999996215	0	1	1	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	22	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,4382951999996294	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	23	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,4710060000006706	0	1	1	False	True	low
Laposka		88	female	21	implicit	1234	1	1	1	24	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,46967250000034255	0	3	3	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	25	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	high	0,5023745999997118	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	26	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,48636960000021645	0	4	4	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	27	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,3988850999994611	0	4	4	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	28	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,43116730000019743	0	1	1	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	29	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,5021990999994159	0	3	3	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	30	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,3907139000002644	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	31	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,35022049999952287	0	2	2	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	32	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,4547106999998505	0	3	3	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	33	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,3823371999997107	0	1	1	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	34	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,422827899999902	0	4	4	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	35	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	high	0,4461925000005067	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	36	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,39869550000003073	0	1	1	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	37	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,5895095000005313	0	4	4	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	38	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,47895729999981995	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	39	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,6226761999996597	0	4	4	False	True	low
Laposka		88	female	21	implicit	1234	1	1	1	40	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,5824907999995048	0	3	3	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	41	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,4623423000002731	0	3	3	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	42	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,5506128999995781	0	4	4	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	43	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	high	0,39065320000008796	0	4	4	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	44	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,43847640000058163	0	1	1	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	45	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,5506930000001375	0	2	2	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	46	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,4143324999995457	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	47	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,4629771999998411	0	1	1	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	48	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,7901227000002109	0	3	3	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	49	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,5349992999999813	0	3	3	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	50	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,33511209999960556	0	4	4	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	51	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,4778335999999399	0	3	3	False	True	low
Laposka		88	female	21	implicit	1234	1	1	1	52	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,5029648999998244	0	1	1	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	53	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	high	0,5030414000002565	0	4	4	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	54	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,45440859999962413	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	55	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,4845279999999548	0	3	3	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	56	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,40680089999932534	0	3	3	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	57	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,38239419999990787	0	3	3	True	False	low
Laposka		88	female	21	implicit	1234	1	1	1	58	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,4871602000002895	0	4	4	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	59	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,42229630000019824	0	2	2	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	60	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,5986757999999099	0	1	1	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	61	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,4539449000003515	0	1	1	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	62	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,5585393999999724	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	63	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,5186776999998983	0	1	1	False	True	low
Laposka		88	female	21	implicit	1234	1	1	1	64	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,47030739999991056	0	3	3	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	65	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,5667788999999175	0	1	1	False	True	low
Laposka		88	female	21	implicit	1234	1	1	1	66	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,6066108000004533	0	4	4	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	67	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	high	0,42265910000060103	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	68	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,5027970999999525	0	1	1	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	69	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,38222180000047956	0	1	1	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	70	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,5423344999999244	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	71	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,6223508000002766	0	3	3	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	72	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,47846190000018396	0	3	3	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	73	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,5268818000004103	0	1	1	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	74	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,38316170000052807	1	4	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	75	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,5430345000004309	0	3	3	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	76	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,6301486000002114	0	1	1	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	77	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,3991705999997066	0	1	1	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	78	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,4455617000003258	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	79	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,4789355000002615	0	4	4	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	80	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,42297710000002553	0	3	3	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	81	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,3743013000002975	0	3	3	False	False	low
Laposka		88	female	21	implicit	1234	1	1	1	82	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,4784154999997554	0	4	4	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	83	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,4697975999997652	0	3	3	False	True	low
Laposka		88	female	21	implicit	1234	1	1	1	84	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,4949546999996528	0	1	1	False	False	high
Laposka		88	female	21	implicit	1234	1	1	1	85	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	high	0,4224650999994992	0	4	4	False	False	high
Laposka		88	female	21	implicit	1234	1	1	2	1	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	none	0,6302095000000918	0	1	1	none	none	none
Laposka		88	female	21	implicit	1234	1	1	2	2	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	none	0,3833912000000055	0	1	1	none	none	none
Laposka		88	female	21	implicit	1234	1	1	2	3	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	high	0,36764990000028774	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	2	4	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,4525834999994913	0	4	4	False	False	low
Laposka		88	female	21	implicit	1234	1	1	2	5	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	high	0,41341710000051535	0	3	3	False	False	high
Laposka		88	female	21	implicit	1234	1	1	2	6	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,40707339999971737	0	1	1	False	False	high
Laposka		88	female	21	implicit	1234	1	1	2	7	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,42248990000007325	0	2	2	False	False	low
Laposka		88	female	21	implicit	1234	1	1	2	8	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	pattern	high	0,4554084999999759	0	2	2	False	False	high
Laposka		88	female	21	implicit	1234	1	1	2	9	59,994588487945165	16,671895798316953	0,04031031386449038	Gold	random	low	0,4460289999997258	0	2	2	True	False	low
