computer_name	subject_group	subject_number	subject_sex	subject_age	asrt_type	PCode	session	epoch	block	trial	frame_rate	frame_time	frame_sd	stimulus_color	trial_type_pr	triplet_type_hl	RT	error	stimulus	response	repetition	trill	high_low_learning
Laposka		2	female	18	implicit	1342	1	1	1	1	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	none	0,520493299998634	0	2	2	none	none	none
Laposka		2	female	18	implicit	1342	1	1	1	2	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	none	0,3598481000008178	0	2	2	none	none	none
Laposka		2	female	18	implicit	1342	1	1	1	3	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	low	0,4609941000016988	0	4	4	False	False	low
Laposka		2	female	18	implicit	1342	1	1	1	4	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	low	0,4074652999988757	0	2	2	False	True	low
Laposka		2	female	18	implicit	1342	1	1	1	5	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	low	0,4845682000013767	0	3	3	False	False	low
Laposka		2	female	18	implicit	1342	1	1	1	6	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	pattern	high	0,5089659000004758	0	1	1	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	7	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	low	0,4067445999971824	0	3	3	False	True	low
Laposka		2	female	18	implicit	1342	1	1	1	8	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	pattern	high	0,39878390000376385	0	3	3	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	9	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	low	0,3025227000034647	0	3	3	True	False	low
Laposka		2	female	18	implicit	1342	1	1	1	10	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	pattern	high	0,5582754999995814	0	4	4	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	11	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	low	0,3589081999962218	0	2	2	False	False	low
Laposka		2	female	18	implicit	1342	1	1	1	12	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	pattern	high	0,3665278999978909	0	2	2	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	13	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	low	0,3028501000007964	0	2	2	True	False	low
Laposka		2	female	18	implicit	1342	1	1	1	14	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	pattern	high	0,44655839999904856	0	1	1	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	15	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	low	0,5349062999957823	0	2	2	False	True	low
Laposka		2	female	18	implicit	1342	1	1	1	16	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	pattern	high	0,4461635000043316	1	3	4	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	17	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	low	0,43853360000503017	0	2	2	False	True	low
Laposka		2	female	18	implicit	1342	1	1	1	18	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	pattern	high	0,32346680000046035	1	4	2	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	19	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	high	0,6537625000055414	0	1	1	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	20	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	pattern	high	0,3987258999986807	0	2	2	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	21	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	high	0,4228530000036699	0	3	3	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	22	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	pattern	high	0,5343426000035834	0	1	1	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	23	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	low	0,510922200002824	0	3	3	False	True	low
Laposka		2	female	18	implicit	1342	1	1	1	24	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	pattern	high	0,3508418999990681	0	3	3	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	25	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	low	0,4711059999972349	0	2	2	False	False	low
Laposka		2	female	18	implicit	1342	1	1	1	26	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	pattern	high	0,43801820000226144	0	4	4	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	27	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	high	0,4309501999960048	0	1	1	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	28	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	pattern	high	0,31101720000151545	1	2	1	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	29	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	low	0,478127599999425	0	4	4	False	False	low
Laposka		2	female	18	implicit	1342	1	1	1	30	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	pattern	high	0,46325689999503084	0	1	1	False	False	high
Laposka		2	female	18	implicit	1342	1	1	1	31	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	random	low	0,5745472999988124	0	1	1	False	False	low
Laposka		2	female	18	implicit	1342	1	1	1	32	60,15573115736804	16,6776470588437	0,06117771608610229	Gold	pattern	high	0,430665300002147	0	3	3	False	False	high
