computer_name	subject_group	subject_number	subject_sex	subject_age	asrt_type	PCode	session	epoch	block	trial	frame_rate	frame_time	frame_sd	stimulus_color	trial_type_pr	triplet_type_hl	RT	error	stimulus	response	repetition	trill
Laposka		88	female	21	noASRT	noPattern	1	1	1	1	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5757133000001886	0	1	1	none	none
Laposka		88	female	21	noASRT	noPattern	1	1	1	2	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5485441999999239	0	3	3	none	none
Laposka		88	female	21	noASRT	noPattern	1	1	1	3	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,477126500000395	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	4	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,4069251000000804	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	5	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,47576729999991585	0	4	4	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	6	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,4232028999999784	0	2	2	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	7	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,4383981999999378	0	1	1	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	8	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5837701999998899	0	4	4	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	9	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,37490840000009484	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	10	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,38131129999965196	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	11	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,3747894000002816	1	1	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	12	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,4691602000002604	0	4	4	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	13	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5185759999999391	0	3	3	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	14	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5586456000000908	0	4	4	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	15	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,48571179999999003	0	1	1	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	16	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,398673300000155	0	1	1	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	17	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,42138169999998354	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	18	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5429990000002363	0	1	1	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	19	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5265727000000879	0	2	2	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	20	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,3968076999999539	0	1	1	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	21	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5346779999999853	0	3	3	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	22	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,4863130999997338	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	23	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5019290000000183	0	4	4	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	24	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,3904294000003574	0	4	4	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	25	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,3656295999999202	0	4	4	True	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	26	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,3432370999998966	0	4	4	True	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	27	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5417600999999195	0	3	3	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	28	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5186208000000079	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	29	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,4039416999999048	0	3	3	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	30	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,36510779999980514	1	1	3	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	31	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5748066000001018	0	3	3	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	32	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,47105599999986225	0	4	4	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	33	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,4697286000000531	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	34	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,6625895000001947	0	4	4	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	35	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,4944814000000406	0	4	4	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	36	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,47754870000017036	0	3	3	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	37	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,39892020000024786	1	1	3	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	38	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5907741999999416	0	3	3	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	39	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,525778100000025	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	40	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,6230774999999085	0	3	3	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	41	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,4546661999997923	0	4	4	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	42	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,47015639999972336	0	1	1	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	43	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,3991462000003594	1	4	3	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	44	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,6472225000002254	0	1	1	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	45	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5424439000003076	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	46	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5498741000001246	0	1	1	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	47	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,6227305000002161	0	2	2	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	48	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,510044999999991	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	49	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,6376181000000543	0	3	3	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	50	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,44720589999997173	0	4	4	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	51	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5508769000002758	0	1	1	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	52	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,6297179999996843	0	3	3	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	53	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,40683549999994284	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	54	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,34278509999967355	0	4	4	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	55	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,6132166000002144	0	2	2	False	True
Laposka		88	female	21	noASRT	noPattern	1	1	1	56	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,6308684999999059	0	3	3	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	57	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,6625920999999835	0	3	3	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	58	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,405080800000178	0	3	3	True	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	59	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,566809199999625	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	60	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,6154008000003159	0	1	1	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	61	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,34192810000013196	1	3	1	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	62	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,8291731999997864	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	63	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,4867724000000635	0	4	4	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	64	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,4546734999998989	1	4	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	65	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,511323999999604	0	4	4	True	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	66	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,4139314999997623	0	4	4	True	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	67	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5029029000002083	1	3	4	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	68	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,45497880000039004	0	3	3	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	69	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,6539401999998518	0	1	1	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	70	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,3830348999999842	0	1	1	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	71	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5895665999996709	0	3	3	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	72	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,43097750000015367	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	73	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,4064610000000357	0	2	2	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	74	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,6056498000002648	0	1	1	False	False
Laposka		88	female	21	noASRT	noPattern	1	1	1	75	59,98555547818457	16,67712941176784	0,16633837709677976	Gold	random	none	0,5910902000000533	0	1	1	False	False
