computer_name	subject_group	subject_number	subject_sex	subject_age	asrt_type	PCode	session	epoch	block	trial	frame_rate	frame_time	frame_sd	stimulus_color	trial_type_pr	triplet_type_hl	RT	error	stimulus	response	repetition	trill
Laposka		83	female	20	noASRT	noPattern	1	1	1	1	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,7648497000045609	0	3	3	none	none
Laposka		83	female	20	noASRT	noPattern	1	1	1	2	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,4767934999981662	0	3	3	none	none
Laposka		83	female	20	noASRT	noPattern	1	1	1	3	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,42879930000344757	0	2	2	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	4	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,38093210000079125	0	1	1	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	5	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,4287585999991279	0	3	3	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	6	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,5248505999988993	0	1	1	False	True
Laposka		83	female	20	noASRT	noPattern	1	1	1	7	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,3807446999999229	0	3	3	False	True
Laposka		83	female	20	noASRT	noPattern	1	1	1	8	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,38079450000077486	0	3	3	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	9	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,3408239999989746	0	4	4	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	10	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,5088090999997803	0	2	2	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	11	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,32475919999706093	0	1	1	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	12	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,3488202000007732	0	1	1	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	13	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,5248723000040627	0	2	2	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	14	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,3488565000006929	0	1	1	False	True
Laposka		83	female	20	noASRT	noPattern	1	1	1	15	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,436833799998567	0	1	1	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	16	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,4048479000048246	0	2	2	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	17	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,40471570000227075	0	4	4	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	18	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,43684899999789195	0	3	3	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	19	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,3968292999998084	0	4	4	False	True
Laposka		83	female	20	noASRT	noPattern	1	1	1	20	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,4048484000013559	0	4	4	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	21	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,38080649999756133	0	3	3	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	22	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,32479950000561075	0	4	4	False	True
Laposka		83	female	20	noASRT	noPattern	1	1	1	23	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,48472059999767225	0	2	2	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	24	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,3807904999994207	0	2	2	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	25	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,36470819999522064	0	2	2	True	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	26	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,39679830000386573	0	2	2	True	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	27	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,5887297000008402	0	2	2	True	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	28	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,4048714000018663	0	4	4	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	29	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,32473440000467235	0	4	4	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	30	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,4848520000014105	0	1	1	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	31	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,37272150000353577	0	4	4	False	True
Laposka		83	female	20	noASRT	noPattern	1	1	1	32	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,41278540000348585	0	1	1	False	True
Laposka		83	female	20	noASRT	noPattern	1	1	1	33	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,5968604000008781	0	3	3	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	34	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,31681749999552267	0	3	3	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	35	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,5328009000004386	0	4	4	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	36	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,40482109999720706	0	1	1	False	False
Laposka		83	female	20	noASRT	noPattern	1	1	1	37	59,95225402426044	16,674236134487057	0,05239986504304124	Gold	random	none	0,4207202999969013	0	3	3	False	False
